id,title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime,disney
4632,Drug Lords,2018,18,6.8,0,1,0,0,0
4633,阳关道,2018,,3.1,0,1,0,0,0
4634,Eat. Race. Win.,2018,,7.1,0,0,0,1,0
4635,Eating Your Feed,2018,,,0,0,1,1,0
4636,Edha,2018,18,4.7,0,1,0,0,0
4637,Elite,2018,18,7.6,97,1,0,0,0
4638,Empire Games,2018,7,5.6,0,1,0,0,0
4639,Enchantimals,2018,,8.7,0,0,0,1,0
4640,Enemigo íntimo,2018,16,7.7,0,1,0,0,0
4641,Escape at Dannemora,2018,18,8,89,0,0,1,0
4642,Eugenie Nights - ليالي أوجيني,2018,16,7.6,0,1,0,0,0
4643,Everything Sucks!,2018,16,7.5,72,1,0,0,0
4644,Evil Genius,2018,18,7.6,80,1,0,0,0
4645,Explained,2018,16,8,0,1,0,0,0
4646,Fancy Nancy,2018,0,5.2,0,0,0,0,1
4647,Fariña,2018,,8,0,1,0,0,0
4648,Fastest Car,2018,,7.1,0,1,0,0,0
4649,Fate/EXTRA Last Encore,2018,18,5.3,0,1,0,0,0
4650,Fear Box,2018,,,0,0,1,0,0
4651,Feed Famous,2018,,,0,0,1,1,0
4652,FIGHTWORLD,2018,18,7.7,0,1,0,0,0
4653,Find Me in Paris,2018,0,7.3,0,0,1,0,0
4654,First and Last,2018,18,6.8,0,1,0,0,0
4655,First Civilizations,2018,,6.7,0,0,0,1,0
4656,First Team: Juventus,2018,,7.4,0,1,0,0,0
4657,Flint Town,2018,18,8,95,1,0,0,0
4658,Flowering Heart,2018,,,0,0,0,1,0
4659,Follow This,2018,18,4.8,0,1,0,0,0
4660,Forever,2018,18,7.2,94,0,0,1,0
4661,Forged in Fire: Knife or Death,2018,,6.1,0,0,1,0,0
4662,Fugitiva,2018,18,5.6,0,1,0,0,0
4663,FUNnel Vision: Challenges,2018,,,0,0,0,1,0
4664,Gangstars,2018,,7.4,0,0,0,1,0
4665,Genius Junior,2018,0,7.5,0,0,1,0,0
4666,Ghost Response - Haunted UK,2018,,,0,0,0,1,0
4667,GHOUL,2018,18,7.1,83,1,0,0,0
4668,Girl From Nowhere,2018,,7.6,0,1,0,0,0
4669,Girls Incarcerated,2018,18,7.3,0,1,0,0,0
4670,Glam Masters,2018,,4.6,0,0,1,0,0
4671,GMA Day,2018,,,0,0,1,0,0
4672,Good Eats: Reloaded,2018,0,8.8,0,0,1,0,0
4673,Good Girls,2018,16,7.9,87,1,1,0,0
4674,Gordon Ramsay's 24 Hours to Hell and Back,2018,16,7.3,0,0,1,0,0
4675,Gourmet Makes,2018,,,0,0,1,1,0
4676,Grand Blue,2018,18,7.7,0,0,0,1,0
4677,GRAND PRIX Driver,2018,7,7.7,0,0,0,1,0
4678,Grey's Anatomy: B-Team,2018,,,0,0,1,0,0
4679,grown-ish,2018,16,6.4,0,0,1,0,0
4680,Hackers of CypherCon,2018,,7,0,0,0,1,0
4681,Hakumei and Mikochi,2018,16,7.3,0,0,1,0,0
4682,Halloween of Car City,2018,,,0,0,0,1,0
4683,Hang Ups,2018,,6.3,0,0,1,0,0
4684,Happy Sugar Life,2018,,6.3,0,0,0,1,0
4685,Hard Sun,2018,18,6.6,48,0,1,0,0
4686,Harmony with A R Rahman,2018,,9.2,0,0,0,1,0
4687,Harrow,2018,,7.6,0,0,1,0,0
4688,Harvey Street Kids,2018,7,6.1,0,1,0,0,0
4689,Haunted,2018,18,4.5,0,1,0,0,0
4690,Haunted France,2018,,,0,0,0,1,0
4691,Haus of Schreck,2018,,,0,0,0,1,0
4692,Health + Happiness with Mayo Clinic,2018,,,0,0,1,0,0
4693,Here to Heart,2018,7,8,0,1,0,0,0
4694,Hero Mask,2018,16,6.2,0,1,0,0,0
4695,Hey Qween,2018,,5.8,0,1,0,1,0
4696,Hidden Potential,2018,7,7.3,0,0,1,0,0
4697,Hidden Worlds,2018,0,6.9,0,1,0,0,0
4698,High Score Girl,2018,7,8,0,1,0,0,0
4699,Hilda,2018,7,8.6,100,1,0,0,0
4700,Hitler's Last Stand,2018,16,,0,0,1,0,0
4701,Holly Hobbie,2018,7,6.4,0,0,1,0,0
4702,Homecoming,2018,16,7.5,98,0,0,1,0
4703,How Not to Summon a Demon Lord,2018,18,7,0,0,1,0,0
4704,How to Hunt with Ryan Kohler,2018,,,0,0,0,1,0
4705,Howie Mandel's Animals Doing Things,2018,,3.5,0,0,1,0,0
4706,I Am a Killer,2018,18,7.5,0,1,0,0,0
4707,"I Draw, You Cook",2018,,,0,0,1,1,0
4708,Iconic Characters,2018,,7,0,0,1,1,0
4709,If I Hadn't Met You,2018,,7.7,0,1,0,0,0
4710,II Corinthians for Beginners,2018,,,0,0,0,1,0
4711,I'm a Creepy Crawly,2018,,,0,0,0,1,0
4712,Immortals,2018,7,5.5,0,1,0,0,0
4713,Impossible Builds,2018,7,7.2,0,0,0,1,0
4714,In Family We Trust,2018,,8,0,1,0,0,0
4715,Informer,2018,,7.9,79,0,0,1,0
4716,Ingress: The Animation,2018,0,6.5,0,1,0,0,0
4717,Insatiable,2018,16,6.6,11,1,0,0,0
4718,Inside Joke with Asif Ali,2018,,,0,0,0,1,0
4719,Inside Jokes,2018,16,7.2,0,0,0,1,0
4720,Inside the Criminal Mind,2018,18,5.4,0,1,1,0,0
4721,Inst@famous,2018,18,3.6,0,1,0,0,0
4722,Instant Hotel,2018,7,7.3,0,1,0,0,0
4723,Into the Dark,2018,18,6.3,74,0,1,0,0
4724,IRODUKU: The World in Colors,2018,16,7.3,0,0,0,1,0
4725,Iron Ladies,2018,,6,0,1,0,0,0
4726,It's Alive with Brad,2018,,,0,0,1,1,0
4727,James Acaster: Repertoire,2018,18,8.4,0,1,0,0,0
4728,Jimmy: The True Story of a True Idiot,2018,0,6.4,0,1,0,0,0
4729,Jodi Arias: An American Murder Mystery,2018,,7,0,0,1,0,0
4730,Karakuri Circus,2018,,7.1,0,0,0,1,0
4731,Killing Bites,2018,18,6.3,0,0,0,1,0
4732,Killing Eve,2018,16,8.3,90,0,1,0,0
4733,Kingdoms of Sumeria,2018,,,0,0,0,1,0
4734,Kintoons,2018,,,0,0,0,1,0
4735,Kiri,2018,,6.6,89,0,1,0,0
4736,Kiss Me First,2018,18,6.3,50,1,0,0,0
4737,"Kokkoku, Moment by Moment",2018,18,7,0,0,0,1,0
4738,Kongsuni & Friends,2018,,,0,0,0,1,0
4739,Kulipari: Dream Walker,2018,7,7.3,0,1,0,0,0
4740,Kung Fu Panda: The Paws of Destiny,2018,7,7.6,0,0,0,1,0
4741,La Ley secreta,2018,,7.4,0,1,0,0,0
4742,Larva Island,2018,,6.5,0,1,0,0,0
4743,Last Hope,2018,16,5.8,0,1,0,0,0
4744,Laver Cup 2018,2018,,,0,0,0,1,0
4745,Learning Shapes and Colours in Creative Lesson - Education Video for Children,2018,,,0,0,0,1,0
4746,Learning Time with Timmy,2018,,5.5,0,1,0,0,0
4747,Legacies,2018,16,7.5,0,1,0,0,0
4748,Legend of the Three Caballeros,2018,0,7.9,0,0,0,0,1
4749,LEGO Friends: Girls on a Mission,2018,0,7,0,1,0,1,0
4750,LEGO Star Wars: All-Stars,2018,7,6.6,0,0,0,0,1
4751,Let's Fall in Love -《咱们相爱吧》,2018,,,0,0,0,1,0
4752,Lie Detector Test,2018,,,0,0,1,1,0
4753,Life Beyond Earth,2018,,,0,0,0,1,0
4754,Life Sentence,2018,16,6.5,37,1,0,0,0
4755,Light as a Feather,2018,16,6.6,44,0,1,0,0
4756,Littlest Pet Shop: A World of Our Own,2018,0,6.4,0,1,0,0,0
4757,Live,2018,16,8.4,0,1,0,0,0
4758,Llama Llama,2018,0,6.1,0,1,0,0,0
4759,Local Hauntings,2018,,,0,0,0,1,0
4760,Lodge 49,2018,16,7.5,93,0,1,0,0
4761,Lost in Space,2018,7,7.3,75,1,0,0,0
4762,Lost Song,2018,16,7.1,0,1,0,0,0
4763,Love and Fortune,2018,,7.5,0,1,0,0,0
4764,Love Daily,2018,,6.7,0,0,1,0,0
4765,Love In Han Yuan,2018,,,0,0,0,1,0
4766,Love Island Australia,2018,18,5.4,0,0,1,0,0
4767,Luis Miguel: The Series,2018,18,8.1,0,1,0,0,0
4768,Luo Bao Bei,2018,0,7.2,0,1,0,0,0
4769,Luxury Travel Show,2018,,,0,0,0,1,0
4770,Made in Mexico,2018,,4,0,1,0,0,0
4771,Mafia Queens,2018,,,0,0,0,1,0
4772,Magic for Humans,2018,16,7.1,0,1,0,0,0
4773,Making a Model with Yolanda Hadid,2018,,6.5,0,0,1,0,0
4774,Making It,2018,7,7.9,100,0,1,0,0
4775,Maniac,2018,16,7.8,85,1,0,0,0
4776,Manifest,2018,16,7.2,57,0,1,0,0
4777,Marching Orders,2018,,5.9,0,1,0,0,0
4778,Marvel's Cloak & Dagger,2018,16,6.7,87,0,1,0,0
4779,Mayans M.C.,2018,18,7.5,86,0,1,0,0
4780,Medal of Honor,2018,16,8.4,0,1,0,0,0
4781,Meet the Drug Lords: Inside the Real Narcos,2018,7,7.6,0,1,0,0,0
4782,Mega Mechanics,2018,,,0,0,0,1,0
4783,MEGALOBOX,2018,16,7.8,0,0,1,0,0
4784,Memories of the Alhambra,2018,16,7.8,0,1,0,0,0
4785,Men on a Mission,2018,,,0,1,0,0,0
4786,Meteor Garden,2018,16,8.2,0,1,0,0,0
4787,Mickey's 90th Spectacular,2018,7,7,0,0,1,0,0
4788,Millenniums,2018,,6.2,0,0,0,1,0
4789,Million Pound Menu,2018,,6.5,57,1,0,0,0
4790,Mirzapur,2018,,8.5,0,0,0,1,0
4791,Miz & Mrs,2018,16,6.3,0,0,1,0,0
4792,Mob Psycho 100,2018,0,5.1,0,1,0,0,0
4793,Mom In Progress,2018,,,0,0,1,1,0
4794,Monkey Twins,2018,,7.6,0,1,0,0,0
4795,Monster Town,2018,,,0,0,0,1,0
4796,"Montréal: My Love, My Story",2018,,,0,0,0,1,0
4797,Motown Magic,2018,0,7.9,0,1,0,0,0
4798,Mr Inbetween,2018,18,8.3,95,0,1,0,0
4799,Mr Swimmer,2018,,7.1,0,0,0,1,0
4800,Mr. Sunshine,2018,,8.8,0,1,0,0,0
4801,Mrs. Fitzgerald Is Missing,2018,,,0,0,0,1,0
4802,Mujeres Rompiendo el Silencio,2018,,,0,0,1,0,0
4803,Muppet Babies,2018,0,7,0,0,0,0,1
4804,Murder Mountain,2018,16,6.9,0,1,0,0,0
4805,My Animal Friends,2018,,,0,0,0,1,0
4806,My Dead Ex,2018,,7.1,0,0,1,0,0
4807,My Next Guest Needs No Introduction With David Letterman,2018,18,7.9,83,1,0,0,0
4808,Nailed It!,2018,7,7.4,98,1,0,0,0
4809,Nailed It! Holiday!,2018,,7.8,0,1,0,0,0
4810,Narcos: Mexico,2018,18,8.4,88,1,0,0,0
4811,Natalie Wood: An American Murder Mystery,2018,16,6.4,0,0,1,0,0
4812,Nature Adventures with Terri and Todd,2018,,,0,0,0,1,0
4813,Nerve Center,2018,7,6.5,0,0,0,1,0
4814,New Amsterdam,2018,16,8.1,34,0,1,0,0
4815,Nicky Jam: El Ganador,2018,,7.8,0,1,0,0,0
4816,Night In/Night Out,2018,,,0,0,0,1,0
4817,Nightflyers,2018,16,5.9,35,1,0,0,0
4818,Nightwatch Nation,2018,16,,0,0,1,0,0
4819,No Easy Days,2018,,5.6,0,0,0,1,0
4820,Nordic Road Trip 2018,2018,,,0,0,0,1,0
4821,Norm Macdonald Has a Show,2018,,8.7,40,1,0,0,0
4822,NOVA Wonders,2018,0,7.4,0,0,0,1,0
4823,November 13: Attack on Paris,2018,18,8.3,100,1,0,0,0
4824,NTParanormal After Dark,2018,,,0,0,0,1,0
4825,O.J. Simpson: The Lost Confession?,2018,,6.6,0,0,1,0,0
4826,On Children,2018,,7.3,0,1,0,0,0
4827,On My Block,2018,16,8.1,97,1,0,0,0
4828,On the Run Eating,2018,7,,0,0,1,0,0
4829,One Strange Rock,2018,0,8.8,83,0,0,0,1
4830,Ordeal by Innocence,2018,,7.3,91,0,0,1,0
4831,Our Cartoon President,2018,18,5.1,0,0,1,0,0
4832,P. King Duckling,2018,0,6.2,0,1,0,0,0
4833,Pacto de Sangue,2018,,7,0,1,0,0,0
4834,Pamela Smart: An American Murder Mystery,2018,16,6.6,0,0,1,0,0
4835,Paradise PD,2018,18,7,40,1,0,0,0
4836,Paranormal Lockdown UK,2018,,,0,0,1,0,0
4837,Patrick Melrose,2018,18,8.1,90,0,0,1,0
4838,Patriot Act with Hasan Minhaj,2018,18,8.2,0,1,0,0,0
4839,Peasants Rebellion,2018,,8.9,0,1,0,0,0
4840,Perfume,2018,18,7.1,0,1,0,0,0
4841,Phenoms,2018,7,7.3,0,0,1,0,0
4842,Philemon for Beginners,2018,,,0,0,0,1,0
4843,Picnic at Hanging Rock,2018,16,6.1,79,0,0,1,0
4844,Pine Gap,2018,18,7.2,0,1,0,0,0
4845,Pinkfong! Baby Shark & Halloween Songs,2018,,,0,0,0,1,0
4846,pocket.watch CaptainSparklez mishmash,2018,,,0,0,1,0,0
4847,pocket.watch Challenge Squad,2018,,,0,0,1,1,0
4848,pocket.watch EvanTubeHD mishmash,2018,,,0,0,1,0,0
4849,pocket.watch HobbyKidsTV mishmash,2018,,,0,0,1,0,0
4850,pocket.watch JillianTubeHD Ultimate mishmash,2018,,,0,0,1,0,0
4851,pocket.watch Ryan Toys Review Ultimate mishmash,2018,,,0,0,1,0,0
4852,Polly Pocket,2018,7,6.4,0,1,1,0,0
4853,Ponysitters Club,2018,,6.7,0,1,0,0,0
4854,Pop Team Epic,2018,18,6.8,0,1,0,1,0
4855,Pose,2018,16,8.6,96,1,0,0,0
4856,Prince of Peoria,2018,0,5.4,0,1,0,0,0
4857,Puppy Prep,2018,,,0,0,0,1,0
4858,Quark Science,2018,,,0,0,0,1,0
4859,Queer Eye,2018,16,8.5,91,1,0,0,0
4860,Quick Yoga Workouts For Weight Loss & Toning,2018,,,0,0,0,1,0
4861,Rapture,2018,18,7.1,83,1,0,0,0
4862,Rascal Does Not Dream of Bunny Girl Senpai,2018,16,8,0,0,1,0,0
4863,ReBoot: The Guardian Code,2018,7,3.7,0,1,0,0,0
4864,Record of Grancrest War,2018,18,7.2,0,1,0,0,0
4865,Requiem,2018,18,6.5,75,1,0,0,0
4866,Robozuna,2018,7,6,0,1,0,0,0
4867,Rocky Mountain Animal Rescue,2018,,7.8,0,0,0,0,1
4868,Rotten,2018,18,7.1,86,1,0,0,0
4869,Rust Valley Restorers,2018,,7.6,0,1,0,0,0
4870,Ruyi's Royal Love in the Palace,2018,,7.6,0,0,1,1,0
4871,Sacred Games,2018,18,8.7,92,1,0,0,0
4872,Safe,2018,18,7.3,77,1,0,0,0
4873,Salt Fat Acid Heat,2018,,7.7,100,1,0,0,0
4874,Samantha!,2018,7,6.5,0,1,0,0,0
4875,Saving Ghosts,2018,,,0,0,0,1,0
4876,Scissor Seven,2018,7,8,0,1,0,0,0
4877,Secret Agent Selection: WW2,2018,,7.6,0,1,0,0,0
4878,Secrets of the Zoo,2018,,,0,0,0,0,1
4879,Selection Day,2018,16,7.3,33,1,0,0,0
4880,Seven Seconds,2018,18,7.7,77,1,0,0,0
4881,Seven Senses of the Re'Union,2018,,4.6,0,0,0,1,0
4882,Sex & the Single Lady,2018,,,0,0,0,1,0
4883,She Is Beautiful,2018,,,0,0,0,1,0
4884,She-Ra and the Princesses of Power,2018,0,7.3,97,1,0,0,0
4885,Shifting Gears with Aaron Kaufman,2018,,5.6,0,0,0,1,0
4886,Shine On with Reese,2018,,7.6,0,1,0,0,0
4887,Siege in Fog,2018,,,0,0,0,1,0
4888,Single Parents,2018,7,7,75,0,1,0,0
4889,Siren,2018,16,7,0,0,1,0,0
4890,Sirius the Jaeger,2018,,6.8,0,1,0,0,0
4891,Six Dreams,2018,,7.9,0,0,0,1,0
4892,Sketch,2018,,,0,0,0,1,0
4893,Smoking,2018,18,7.5,0,1,0,0,0
4894,Somebody Feed Phil,2018,,8.1,0,1,0,0,0
4895,Something in the Rain,2018,7,8.1,0,1,0,0,0
4896,Spy Kids: Mission Critical,2018,0,4.6,0,1,0,0,0
4897,Stand Up and Away! with Brian Regan,2018,16,5.8,0,1,0,0,0
4898,Star Wars Resistance,2018,7,4.9,92,0,0,0,1
4899,Starhunter ReduX,2018,,5.6,0,0,0,1,0
4900,Station 19,2018,16,6.5,0,0,1,0,0
4901,Stay Here,2018,7,7.6,0,1,0,0,0
4902,Still 17,2018,,7.8,0,0,1,0,0
4903,Stone Age The Legendary Pet,2018,,,0,0,1,1,0
4904,Strowlers,2018,,5.3,0,0,0,1,0
4905,Stunt Science,2018,18,4.6,0,1,0,0,0
4906,Style Evolution,2018,,,0,0,1,0,0
4907,Subzero,2018,,,0,0,0,1,0
4908,Sunderland 'Til I Die,2018,18,8.2,0,1,0,0,0
4909,Super Drags,2018,18,5.6,0,1,0,0,0
4910,Switched,2018,16,7.2,0,1,0,0,0
4911,Sword Art Online Alternative: Gun Gale Online,2018,16,6.8,0,1,1,0,0
4912,SWORD GAI: The Animation,2018,18,5.9,0,1,0,0,0
4913,Take My Brother Away,2018,0,7.9,0,1,0,0,0
4914,Tasty's Made By Hand,2018,,,0,0,1,1,0
4915,Tayee,2018,,8.1,0,1,0,0,0
4916,Teasing Master Takagi-san,2018,7,7.5,0,1,0,0,0
4917,Terrorism Close Calls,2018,,5.8,0,1,0,0,0
4918,The 101 Events That Made The Twentieth Century,2018,,,0,0,0,1,0
4919,The 2000s,2018,7,8,0,1,0,0,0
4920,The A List,2018,,5.3,0,1,0,0,0
4921,The ABC Murders,2018,16,6.6,72,0,0,1,0
4922,The Alec Baldwin Show,2018,,3.3,0,0,1,0,0
4923,The Big Vote,2018,,,0,0,1,0,0
4924,The Bisexual,2018,,6,92,0,1,0,0
4925,The Boss Baby: Back in Business,2018,7,6.4,0,1,0,0,0
4926,The Break with Michelle Wolf,2018,18,5.2,81,1,0,0,0
4927,The Burger Show,2018,,7.2,0,0,1,0,0
4928,The Case That Haunts Me,2018,16,7.5,0,0,1,0,0
4929,The Casketeers,2018,16,7.1,0,1,0,0,0
4930,The Chalet,2018,18,7,100,1,0,0,0
4931,The Comedy Lineup,2018,18,5.7,100,1,0,0,0
4932,The Conners,2018,7,5.3,89,0,1,0,0
4933,The Cool Kids,2018,16,7,65,0,1,0,0
4934,The Could’ve-Gone-All-the-Way Committee,2018,,7.1,0,1,0,0,0
4935,The Crimean War,2018,,7.7,0,0,0,1,0
4936,The Curious Creations of Christine McConnell,2018,7,7.7,100,1,0,0,0
4937,The Dangerous Book for Boys,2018,7,5.9,71,0,0,1,0
4938,The Degenerates,2018,18,6.1,0,1,0,0,0
4939,The Dragon Prince,2018,7,8.4,100,1,0,0,0
4940,The Epic Tales of Captain Underpants,2018,7,6.8,0,1,0,0,0
4941,The Final Table,2018,0,7.7,50,1,0,0,0
4942,The First,2018,18,6.7,68,0,1,0,0
4943,The Fix,2018,18,7.1,0,1,0,0,0
4944,The Four: Battle for Stardom,2018,,4.1,17,0,1,0,0
4945,The French Gun,2018,,,0,0,0,1,0
4946,The Golden State Killer: It's Not Over,2018,16,6.9,0,0,1,0,0
4947,The Good Cop,2018,16,7,50,1,0,0,0
4948,The Gymkhana Files,2018,,7.9,0,0,0,1,0
4949,The Haunting,2018,18,8.7,93,1,0,0,0
4950,The Hollow,2018,7,7.2,100,1,0,0,0
4951,The Honeymoon Stand Up Special,2018,16,6.8,100,1,0,0,0
4952,The House of Flowers,2018,18,7.7,0,1,0,0,0
4953,The Inmate,2018,,7.1,0,1,0,0,0
4954,The Innocent Man,2018,18,7.4,73,1,0,0,0
4955,The Innocents,2018,,6.3,81,1,0,0,0
4956,The Interrogation Room,2018,16,7.7,0,0,1,0,0
4957,The Joel McHale Show with Joel McHale,2018,18,7.3,83,1,0,0,0
4958,The Judgement,2018,,6.8,0,1,0,0,0
4959,The Kominsky Method,2018,18,8.2,90,1,0,0,0
4960,The Land of Hypocrisy,2018,,7.3,0,1,0,0,0
4961,The Last Defense,2018,,7.3,0,0,1,0,0
4962,The Last O.G.,2018,7,6.9,0,1,0,0,0
4963,The Looming Tower,2018,18,8,88,0,1,0,0
4964,The Lost Tales of Egypt,2018,,,0,0,0,1,0
4965,The Mechanism,2018,16,8.4,80,1,0,0,0
4966,The Mire,2018,,7,0,1,0,0,0
4967,The Mortified Guide,2018,18,7.8,0,1,0,0,0
4968,The New Legends of Monkey,2018,7,6.5,100,1,0,0,0
4969,The Paynes,2018,,4.5,0,0,1,0,0
4970,The Piano Forest,2018,7,7.1,0,1,0,0,0
4971,The Poltergeist Diaries,2018,,,0,0,0,1,0
4972,The Posh Frock Shop,2018,,8.1,0,0,1,0,0
4973,The Proposal,2018,,1.8,0,0,1,0,0
4974,The Protector,2018,16,6.9,0,1,0,0,0
4975,The Purge,2018,18,6.4,42,0,1,0,0
4976,The Queen of Flow,2018,18,7.9,0,1,0,0,0
4977,The Rain,2018,18,6.3,82,1,0,0,0
4978,The Resident,2018,16,7.6,0,0,1,0,0
4979,The Rise of Mankind,2018,,,0,0,0,1,0
4980,The Rise of Phoenixes,2018,7,8.6,0,1,0,0,0
4981,The Romanoffs,2018,7,7,50,0,0,1,0
4982,The Rookie,2018,16,8.1,68,0,1,0,0
4983,The Smile Has Left Your Eyes,2018,0,7.4,0,0,1,0,0
4984,The Sound of Your Heart: Reboot,2018,7,5.6,0,1,0,0,0
4985,The Splendor of Rome,2018,,,0,0,0,1,0
4986,The Split,2018,,7.6,73,0,1,0,0
4987,The Story of Women and Power,2018,,7,0,0,0,1,0
4988,The Swim on Science,2018,,,0,0,0,1,0
4989,The Terror,2018,18,8,87,0,1,0,0
4990,The Tesla Files,2018,,7.3,0,0,1,1,0
4991,The Weather Files,2018,,,0,0,0,1,0
4992,The Who Was? Show,2018,,6.5,0,1,0,0,0
4993,"Three Wives, One Husband",2018,,6.5,0,1,0,0,0
4994,Tidelands,2018,18,7,0,1,0,0,0
4995,Tiny Trucks,2018,,,0,0,0,1,0
4996,Tokyo Vampire Hotel,2018,,6.1,63,0,0,1,0
4997,Tom Clancy's Jack Ryan,2018,18,8.1,71,0,0,1,0
4998,Towies,2018,,,0,1,0,0,0
4999,Transformers: Cyberverse,2018,7,6.8,0,1,0,0,0
5000,Treehouse Detectives,2018,,6.8,0,1,0,0,0
5001,Trials of the Wild,2018,,,0,0,1,0,0
5002,Trinity and Beyond,2018,,,0,0,0,1,0
5003,Trolls: The Beat Goes On!,2018,0,5.7,0,1,0,0,0
5004,Troy: Fall of a City,2018,18,3.8,71,1,0,0,0
5005,Trust,2018,18,7.5,78,0,1,0,0
5006,Tut's Treasures: Hidden Secrets,2018,,,0,0,0,0,1
5007,Twisted Sisters,2018,16,6.4,0,0,1,0,0
5008,Ugly Delicious,2018,18,7.8,100,1,0,0,0
5009,Unauthorized Living,2018,18,7.5,0,1,0,0,0
5010,Underworld Wrestling,2018,,,0,0,0,1,0
5011,Unveiling our 5 Senses,2018,,,0,0,0,1,0
5012,Vai Anitta,2018,,5.3,0,1,0,0,0
5013,Vanity Fair,2018,,7.3,88,0,0,1,0
5014,Very Superstitious with George Lopez,2018,,6.8,0,0,0,1,0
5015,Vets Saving Pets,2018,,,0,0,1,0,0
5016,Victim Number 8,2018,,7.1,0,1,0,0,0
5017,Violet Evergarden,2018,16,8.4,0,1,0,0,0
5018,Waco,2018,18,7.9,68,1,0,0,0
5019,Wanderlust,2018,16,7,73,1,0,0,0
5020,Warrior,2018,,6.7,0,1,0,0,0
5021,Watership Down,2018,7,7.2,77,1,0,0,0
5022,We Speak Dance,2018,7,7.5,0,1,0,0,0
5023,Westside,2018,16,5.8,20,1,0,0,0
5024,What's Wrong with Secretary Kim,2018,0,8.1,0,0,1,0,0
5025,When Heroes Fly,2018,7,7.3,0,1,0,0,0
5026,"Wiggle, Wiggle, Wiggle",2018,0,6.2,0,0,1,0,0
5027,Wild District,2018,18,8.4,0,1,0,0,0
5028,Wild Russia,2018,,,0,0,0,0,1
5029,Wild Wild Country,2018,16,8.2,98,1,0,0,0
5030,World War II: Total War,2018,,,0,0,0,1,0
5031,Wotakoi: Love is Hard for Otaku,2018,16,7.6,0,0,0,1,0
5032,Wrench Wars,2018,,5.8,0,0,0,1,0
5033,X-Files History,2018,,,0,0,0,1,0
5034,Yeh Meri Family,2018,,9.2,0,1,0,0,0
5035,YG Future Strategy Office,2018,7,7.1,0,1,0,0,0
5036,Yoga With AJ,2018,,,0,0,0,1,0
5037,YOU,2018,18,7.8,91,1,0,0,0
5038,1969,2019,,6.9,0,0,1,0,0
5039,1994,2019,18,8,0,1,0,0,0
5040,31 Nights of Halloween Fan Fest,2019,,,0,0,1,0,0
5041,44 Cats,2019,,6.4,0,1,0,0,0
5042,45 RPM,2019,16,7.3,0,1,0,0,0
5043,48 Hours with Kygo,2019,,,0,0,1,0,0
5044,60 Days In: Narcoland,2019,16,5.1,0,0,1,0,0
5045,7SEEDS,2019,18,6.3,0,1,0,0,0
5046,A Little Late with Lilly Singh,2019,16,1.7,90,0,1,0,0
5047,A New Leaf,2019,,3.1,0,0,1,0,0
5048,A Thousand Goodnights,2019,,,0,1,0,0,0
5049,Activate: The Global Citizen Movement,2019,,4.9,0,0,1,0,0
5050,After Life,2019,18,8.5,70,1,0,0,0
5051,After School Dice Club,2019,16,6.5,0,0,1,0,0
5052,Afterlost,2019,,5.5,0,0,1,0,0
5053,Agent,2019,,6.4,0,1,0,0,0
5054,Almost Family,2019,16,6.3,24,0,1,0,0
5055,Always a Witch,2019,16,6.3,0,1,0,0,0
5056,Amphibia,2019,7,7.9,0,0,0,0,1
5057,Andy Explores,2019,,,0,0,1,0,0
5058,Another Life,2019,18,4.9,6,1,0,0,0
5059,Apache: La vida de Carlos Tevez,2019,18,7.9,0,1,0,0,0
5060,ARASHI's Diary -Voyage-,2019,,6,0,1,0,0,0
5061,Archibald's Next Big Thing,2019,7,7.7,0,1,0,0,0
5062,Are You Lost?,2019,,6.2,0,0,0,1,0
5063,Arifureta: From Commonplace to World's Strongest,2019,16,6.5,0,0,1,0,0
5064,Around The Way,2019,,,0,0,1,0,0
5065,Arthdal Chronicles,2019,,8.3,0,1,0,0,0
5066,Astra Lost in Space,2019,16,8,0,0,1,0,0
5067,Astronomy Club: The Sketch Show,2019,18,6.9,0,1,0,0,0
5068,Azur Lane,2019,16,5.7,0,0,1,0,0
5069,Back with the Ex,2019,,6.3,0,1,0,0,0
5070,Bard of Blood,2019,,7,0,1,0,0,0
5071,Basketball or Nothing,2019,7,7.5,0,1,0,0,0
5072,Beastars,2019,16,8,0,1,0,0,0
5073,BEM,2019,,5.9,0,0,1,0,0
5074,Biography: The Trump Dynasty,2019,16,6.9,0,0,1,0,0
5075,Black Summer,2019,18,6.4,75,1,0,0,0
5076,Bless the Harts,2019,16,4.9,82,0,1,0,0
5077,Bless This Mess,2019,7,6.7,82,0,1,0,0
5078,Blood & Treasure,2019,16,6.6,0,0,0,1,0
5079,Bloom,2019,18,6.6,0,0,1,0,0
5080,Blown Away,2019,7,6.8,0,1,0,0,0
5081,Bluff City Law,2019,16,6.8,36,0,1,0,0
5082,Bonding,2019,16,7.2,64,1,0,0,0
5083,"Breakfast, Lunch & Dinner",2019,18,6.7,80,1,0,0,0
5084,Broken,2019,16,6.8,0,1,0,0,0
5085,Brotherhood,2019,16,7.6,0,1,0,0,0
5086,Buried Secrets of the Bible with Albert Lin,2019,,5.9,0,0,0,0,1
5087,Buried Secrets of WWII,2019,,,0,0,1,0,0
5088,Cake,2019,18,6,0,0,1,0,0
5089,Carmen Sandiego,2019,7,7.9,93,1,0,0,0
5090,Carnival Row,2019,18,7.9,57,0,0,1,0
